	Year	ref
733	1734	-8.968
734	1735	-8.861
735	1736	-9.402
736	1737	-7.968
737	1738	-8.284
738	1739	-9.326
739	1740	-8.189
740	1741	-8.332
741	1742	-9.372
742	1743	-10.035
743	1744	-9.009
744	1745	-8.35
745	1746	-7.481
746	1747	-9.114
747	1748	-8.006
748	1749	-8.063
749	1750	-9.777
750	1751	-8.352
751	1752	-7.422
752	1753	-9.589
753	1754	-8.535
754	1755	-8.785
755	1756	-9.893
756	1757	-8.245
757	1758	-8.635
758	1759	-10.181
759	1760	-8.782
760	1761	-8.069
761	1762	-8.311
762	1763	-7.975
763	1764	-8.766
764	1765	-8.585
765	1766	-7.815
766	1767	-9.579
767	1768	-8.748
768	1769	-9.115
769	1770	-8.527
770	1771	-7.859
771	1772	-9.856
772	1773	-7.854
773	1774	-7.474
774	1775	-9.59
775	1776	-9.424
776	1777	-6.99
777	1778	-7.618
778	1779	-9.641
779	1780	-8.804
780	1781	-7.715
781	1782	-9.561
782	1783	-9.365
783	1784	-7.427
784	1785	-8.676
785	1786	-9.381
786	1787	-7.555
787	1788	-8.458
788	1789	-9.315
789	1790	-8.638
790	1791	-7.054
791	1792	-8.067
792	1793	-9.756
793	1794	-8.218
794	1795	-9.09
795	1796	-9.633
796	1797	-9.112
797	1798	-8.574
798	1799	-8.493
799	1800	-8.401
800	1801	-6.818
801	1802	-8.343
802	1803	-8.639
803	1804	-7.696
804	1805	-9.013
805	1806	-8.424
806	1807	-8.466
807	1808	-8.938
808	1809	-8.035
809	1810	-8.175
810	1811	-8.324
811	1812	-9.756
812	1813	-8.366
813	1814	-7.621
814	1815	-9.668
815	1816	-9.61
816	1817	-7.277
817	1818	-8.681
818	1819	-9.677
819	1820	-9.671
820	1821	-8.536
821	1822	-9.978
822	1823	-10.336
823	1824	-8.947
824	1825	-7.722
825	1826	-8.938
826	1827	-9.889
827	1828	-9.117
828	1829	-8.572
829	1830	-8.305
830	1831	-8.613
831	1832	-8.545
832	1833	-7.455
833	1834	-7.909
834	1835	-10.035
835	1836	-9.004
836	1837	-8.666
837	1838	-9.448
838	1839	-7.858
839	1840	-8.396
840	1841	-9.131
841	1842	-6.434
842	1843	-8.691
843	1844	-9.669
844	1845	-8.088
845	1846	-8.926
846	1847	-8.967
847	1848	-8.086
848	1849	-8.521
849	1850	-7.823
850	1851	-7.782
851	1852	-8.905
852	1853	-8.869
853	1854	-9.445
854	1855	-10.33
855	1856	-9.2
856	1857	-7.072
857	1858	-8.832
858	1859	-8.656
859	1860	-7.789
860	1861	-10.055
861	1862	-9.079
862	1863	-6.957
863	1864	-7.992
864	1865	-9.195
865	1866	-8.212
866	1867	-8.702
867	1868	-6.431
868	1869	-8.2
869	1870	-10.609
870	1871	-8.932
871	1872	-8.061
872	1873	-9.542
873	1874	-9.273
874	1875	-7.474
875	1876	-9.231
876	1877	-9.644
877	1878	-8.725
878	1879	-7.028
879	1880	-9.162
880	1881	-9.233
881	1882	-6.652
882	1883	-8.708
883	1884	-8.99
884	1885	-8.01
885	1886	-9.465
886	1887	-9.48
887	1888	-8.472
888	1889	-7.606
889	1890	-7.083
890	1891	-9.747
891	1892	-9.298
892	1893	-8.42
893	1894	-8.369
894	1895	-8.155
895	1896	-8.874
896	1897	-7.619
897	1898	-9.435
898	1899	-9.286
899	1900	-9.147
900	1901	-8.426
901	1902	-10.284
902	1903	-7.3
903	1904	-7.889
904	1905	-9.543
905	1906	-7.991
906	1907	-8.328
907	1908	-7.972
908	1909	-9.069
909	1910	-7.19
910	1911	-8.422
911	1912	-9.085
912	1913	-7.961
913	1914	-7.069
914	1915	-7.793
915	1916	-8.794
916	1917	-9.607
917	1918	-9.698
918	1919	-8.697
919	1920	-6.776
920	1921	-8.193
921	1922	-10.028
922	1923	-8.544
923	1924	-8.339
924	1925	-8.903
925	1926	-7.984
926	1927	-7.201
927	1928	-9.518
928	1929	-9.748
929	1930	-7.882
930	1931	-7.242
931	1932	-7.36
932	1933	-9.516
933	1934	-9.341
934	1935	-8.804
935	1936	-8.53
936	1937	-9.832
937	1938	-8.241
938	1939	-8.13
939	1940	-9.606
940	1941	-8.332
941	1942	-7.258
942	1943	-10.125
943	1944	-9.964
944	1945	-8.009
945	1946	-9.027
946	1947	-7.945
947	1948	-7.156
948	1949	-8.598
949	1950	-9.692
950	1951	-9.594
951	1952	-7.985
952	1953	-6.84
953	1954	-8.303
954	1955	-9.002
955	1956	-7.983
956	1957	-7.834
957	1958	-9.667
958	1959	-9.326
959	1960	-7.688
960	1961	-9.196
961	1962	-9.662
962	1963	-9.059
963	1964	-9.21
964	1965	-8.88
965	1966	-8.51
966	1967	-7.869
967	1968	-8.673
968	1969	-8.416
969	1970	-9.767
970	1971	-8.962
971	1972	-7.388
972	1973	-9.054
973	1974	-8.05
974	1975	-8.835
975	1976	-9.179
976	1977	-7.195
977	1978	-8.49
978	1979	-7.902
979	1980	-9.118
980	1981	-10.288
981	1982	-9.752
982	1983	-8.058
983	1984	-8.554
984	1985	-8.737
985	1986	-8.085
986	1987	-8.99
987	1988	-9.472
988	1989	-8.189
989	1990	-7.72
990	1991	-8.373
991	1992	-8.815
992	1993	-8.189
993	1994	-8.795
994	1995	-8.491
995	1996	-7.4
996	1997	-9.231
997	1998	-8.285
998	1999	-8.743
999	2000	-8.875
