site,Site.detail,sample,d13C,height
MS11,MS11-Zawyat n'Bougzoul,M208-94.3,-1.783714286,195.68
MS11,MS11-Zawyat n'Bougzoul,M208-94.6,-1.950714286,195.98
MS11,MS11-Zawyat n'Bougzoul,M208-94.9,-1.918714286,196.28
MS11,MS11-Zawyat n'Bougzoul,M208-95.2,-1.871714286,196.58
MS11,MS11-Zawyat n'Bougzoul,M208-95.3,-1.907714286,196.68
MS11,MS11-Zawyat n'Bougzoul,M208-95.5,-2.261714286,196.88
MS11,MS11-Zawyat n'Bougzoul,M208-95.7,-2.614714286,197.08
MS11,MS11-Zawyat n'Bougzoul,M208-95.9,-1.993714286,197.28
MS11,MS11-Zawyat n'Bougzoul,M208-96.1,-1.728714286,197.48
MS11,MS11-Zawyat n'Bougzoul,M208-96.3,-1.994714286,197.68
MS11,MS11-Zawyat n'Bougzoul,M208-96.6,-1.884714286,197.98
MS11,MS11-Zawyat n'Bougzoul,M208-96.9,-1.820714286,198.28
MS11,MS11-Zawyat n'Bougzoul,M208-97.2,-1.400714286,198.58
MS11,MS11-Zawyat n'Bougzoul,M208-97.6,-1.807714286,198.98
MS11,MS11-Zawyat n'Bougzoul,M208-97.9,-1.902714286,199.28
MS11,MS11-Zawyat n'Bougzoul,M208-98.2,-2.121714286,199.58
MS11,MS11-Zawyat n'Bougzoul,M208-98.5,-2.137714286,199.88
MS11,MS11-Zawyat n'Bougzoul,M208-98.9,-2.140714286,200.28
MS11,MS11-Zawyat n'Bougzoul,M208-99.4,-2.131714286,200.78
MS11,MS11-Zawyat n'Bougzoul,M208-99.7,-2.075714286,201.08
MS11,MS11-Zawyat n'Bougzoul,M208-99.9,-2.068714286,201.28
MS11,MS11-Zawyat n'Bougzoul,M208-100.3,-2.357714286,201.68
MS11,MS11-Zawyat n'Bougzoul,M208-100.4,-2.514714286,201.78
MS11,MS11-Zawyat n'Bougzoul,M208-100.8,-2.291714286,202.18
MS11,MS11-Zawyat n'Bougzoul,M208-101.1,-2.295714286,202.48
MS11,MS11-Zawyat n'Bougzoul,M208-101.3,-2.204714286,202.58
MS11,MS11-Zawyat n'Bougzoul,M208-101.2,-1.815111111,202.68
MS11,MS11-Zawyat n'Bougzoul,M208-101.4,-1.894111111,202.78
MS11,MS11-Zawyat n'Bougzoul,M208-101.7,-1.788111111,203.08
MS11,MS11-Zawyat n'Bougzoul,M208-102.0,-1.894111111,203.38
MS11,MS11-Zawyat n'Bougzoul,M208-102.3,-1.577111111,203.68
MS11,MS11-Zawyat n'Bougzoul,M208-102.4,-1.788111111,203.78
MS11,MS11-Zawyat n'Bougzoul,M208-102.8,-2.058111111,204.18
MS11,MS11-Zawyat n'Bougzoul,M208-103.2,-1.750111111,204.58
MS11,MS11-Zawyat n'Bougzoul,M208-103.6,-1.750111111,204.98
MS11,MS11-Zawyat n'Bougzoul,M208-104.3,-0.980111111,205.68
MS11,MS11-Zawyat n'Bougzoul,M208-104.6,-0.837111111,205.98
MS11,MS11-Zawyat n'Bougzoul,M208-104.8,0.582888889,206.18
MS11,MS11-Zawyat n'Bougzoul,M208-105.2,0.603888889,206.58
MS11,MS11-Zawyat n'Bougzoul,M208-105.6,1.731888889,206.98
MS11,MS11-Zawyat n'Bougzoul,M208-105.9,2.062888889,207.28
MS11,MS11-Zawyat n'Bougzoul,M208-106.2,1.915888889,207.58
MS11,MS11-Zawyat n'Bougzoul,M208-106.8,2.116888889,208.18
MS11,MS11-Zawyat n'Bougzoul,M208-107.2,2.104888889,208.58
MS11,MS11-Zawyat n'Bougzoul,M208-107.7,-1.241111111,209.08
MS11,MS11-Zawyat n'Bougzoul,M208-108.0,-1.266111111,209.38
MS11,MS11-Zawyat n'Bougzoul,M208-108.4,-0.410111111,209.78
MS11,MS11-Zawyat n'Bougzoul,M208-108.8,0.559888889,210.18
MS11,MS11-Zawyat n'Bougzoul,M208-109.3,0.820888889,210.68
MS11,MS11-Zawyat n'Bougzoul,M208-109.8,-0.056111111,211.18
MS11,MS11-Zawyat n'Bougzoul,M208-110.1,0.106888889,211.48
MS11,MS11-Zawyat n'Bougzoul,M208-110.3,0.7,211.68
MS11,MS11-Zawyat n'Bougzoul,M208-110.7,0.839888889,212.08
MS11,MS11-Zawyat n'Bougzoul,M208-110.9,1.616888889,212.28
MS11,MS11-Zawyat n'Bougzoul,M208-111.3,2.001888889,212.68
MS11,MS11-Zawyat n'Bougzoul,M208-111.6,1.965888889,212.98
MS11,MS11-Zawyat n'Bougzoul,M208-112.0,1.984888889,213.38
MS11,MS11-Zawyat n'Bougzoul,M208-112.5,2.012571429,213.88
MS11,MS11-Zawyat n'Bougzoul,M208-112.8,0.990571429,214.18
MS11,MS11-Zawyat n'Bougzoul,M108-113.2,1.590571429,214.58
MS11,MS11-Zawyat n'Bougzoul,M208-113.5,0.854571429,214.88
MS11,MS11-Zawyat n'Bougzoul,M208-113.8,0.757571429,215.18
MS11,MS11-Zawyat n'Bougzoul,M208-114.3,0.682571429,215.68
MS11,MS11-Zawyat n'Bougzoul,M208-114.6,0.760571429,215.98
MS11,MS11-Zawyat n'Bougzoul,M208-115.0,0.808571429,216.38
MS11,MS11-Zawyat n'Bougzoul,M208-115.3,0.817571429,216.68
MS11,MS11-Zawyat n'Bougzoul,M208-115.4,0.851571429,216.78
MS11,MS11-Zawyat n'Bougzoul,M208-115.8,1.024571429,217.18
MS11,MS11-Zawyat n'Bougzoul,M208-116.2,1.226571429,217.58
MS11,MS11-Zawyat n'Bougzoul,M208-116.5,1.084571429,217.88
MS11,MS11-Zawyat n'Bougzoul,M208-116.9,0.768571429,218.28
MS11,MS11-Zawyat n'Bougzoul,M208-117.1,1.015571429,218.48
MS11,MS11-Zawyat n'Bougzoul,M208-117.4,1.022571429,218.78
MS11,MS11-Zawyat n'Bougzoul,M208-117.7,0.503571429,219.08
MS11,MS11-Zawyat n'Bougzoul,M208-118.0,0.552571429,219.38
MS11,MS11-Zawyat n'Bougzoul,M208-118.4,0.536571429,219.78
MS11,MS11-Zawyat n'Bougzoul,M208-118.7,0.3,220.08
MS11,MS11-Zawyat n'Bougzoul,M208-119.2,0.098571429,220.58
MS11,MS11-Zawyat n'Bougzoul,M208-119.5,0.276571429,220.88
MS11,MS11-Zawyat n'Bougzoul,M208-119.8,0.273571429,221.18
MS11,MS11-Zawyat n'Bougzoul,M208-120.3,0.543571429,221.68
MS11,MS11-Zawyat n'Bougzoul,M208-120.6,0.588571429,221.98
MS11,MS11-Zawyat n'Bougzoul,M208-120.9,-0.272428571,222.28
MS11,MS11-Zawyat n'Bougzoul,M208-121.4,-0.192428571,222.78
MS11,MS11-Zawyat n'Bougzoul,M208-121.6,-0.280428571,222.98
MS11,MS11-Zawyat n'Bougzoul,M208-121.9,-0.490428571,223.28
MS11,MS11-Zawyat n'Bougzoul,M208-122.2,-0.261428571,223.58
MS11,MS11-Zawyat n'Bougzoul,M208-122.5,0.375571429,223.88
MS11,MS11-Zawyat n'Bougzoul,M208-122.8,0.473571429,224.18
MS11,MS11-Zawyat n'Bougzoul,M208-123.2,0.701571429,224.58
MS11,MS11-Zawyat n'Bougzoul,M208-123.4,0.609571429,224.78
MS11,MS11-Zawyat n'Bougzoul,M208-123.6,-3.351428571,224.98
MS11,MS11-Zawyat n'Bougzoul,M208-123.9,-1.566428571,225.28
MS11,MS11-Zawyat n'Bougzoul,M208-124.2,0.332571429,225.58
MS11,MS11-Zawyat n'Bougzoul,M208-124.6,-0.759428571,225.98
MS11,MS11-Zawyat n'Bougzoul,M208-124.9,0.247571429,226.28
MS11,MS11-Zawyat n'Bougzoul,M208-125.6,0.035571429,226.98
MS11,MS11-Zawyat n'Bougzoul,M208-125.9,-3.929428571,227.28
MS11,MS11-Zawyat n'Bougzoul,M208-126.4,-3.966428571,227.78
MS11,MS11-Zawyat n'Bougzoul,M208-126.9,-3.573428571,228.28
MS11,MS11-Zawyat n'Bougzoul,M208-127.2,-1.747428571,228.58
MS11,MS11-Zawyat n'Bougzoul,M208-127.6,-0.587428571,228.98
MS11,MS11-Zawyat n'Bougzoul,M208-127.9,-0.144428571,229.28
MS11,MS11-Zawyat n'Bougzoul,M208-128.2,0.000571429,229.58
MS11,MS11-Zawyat n'Bougzoul,M208-128.6,0.197571429,229.98
MS11,MS11-Zawyat n'Bougzoul,M208-128.9,0.212571429,230.28
MS11,MS11-Zawyat n'Bougzoul,M208-129.3,-0.103428571,230.68
MS11,MS11-Zawyat n'Bougzoul,M208-129.6,-0.105428571,230.98
MS11,MS11-Zawyat n'Bougzoul,M208-129.9,-0.052428571,231.28
MS11,MS11-Zawyat n'Bougzoul,M208-130.3,-0.174428571,231.68
MS11,MS11-Zawyat n'Bougzoul,M208-130.6,0.00025,231.98
MS11,MS11-Zawyat n'Bougzoul,M208-130.9,0.02225,232.28
MS11,MS11-Zawyat n'Bougzoul,M208-131.3,-0.44175,232.68
MS11,MS11-Zawyat n'Bougzoul,M208-131.6,-0.40075,232.98
MS11,MS11-Zawyat n'Bougzoul,M208-131.9,-0.47475,233.28
MS11,MS11-Zawyat n'Bougzoul,M208-132.0,-0.39475,233.38
MS11,MS11-Zawyat n'Bougzoul,M208-132.2,-0.39675,233.58
MS11,MS11-Zawyat n'Bougzoul,M208-132.6,-0.20375,233.98
MS11,MS11-Zawyat n'Bougzoul,M208-132.9,-0.13375,234.28
MS11,MS11-Zawyat n'Bougzoul,M208-133.1,-0.60775,234.48
MS11,MS11-Zawyat n'Bougzoul,M208-133.7,-1.66275,235.08
MS11,MS11-Zawyat n'Bougzoul,M208-134.0,-3.03975,235.38
MS11,MS11-Zawyat n'Bougzoul,M208-134.7,-0.01275,236.08
MS11,MS11-Zawyat n'Bougzoul,M208-134.9,0.40525,236.28
MS11,MS11-Zawyat n'Bougzoul,M208-135.3,-0.32075,236.68
MS11,MS11-Zawyat n'Bougzoul,M208-135.7,0.77925,237.08
MS11,MS11-Zawyat n'Bougzoul,M208-136.0,0.853714286,237.38
MS11,MS11-Zawyat n'Bougzoul,M208-136.4,0.871714286,237.78
MS11,MS11-Zawyat n'Bougzoul,M208-136.8,0.266714286,238.18
MS11,MS11-Zawyat n'Bougzoul,M208-137.7,1.055714286,239.08
MS11,MS11-Zawyat n'Bougzoul,M208-138,0.975714286,239.38
MS11,MS11-Zawyat n'Bougzoul,M208-138.4,-0.891285714,239.78
MS11,MS11-Zawyat n'Bougzoul,M208-138.7,0.563714286,240.08
MS11,MS11-Zawyat n'Bougzoul,M208-139.1,0.485714286,240.48
MS11,MS11-Zawyat n'Bougzoul,M208-139.5,0.694714286,240.88
MS11,MS11-Zawyat n'Bougzoul,M208-140.6,4.038714286,241.98
MS11,MS11-Zawyat n'Bougzoul,M208-140.9,4.465714286,242.28
MS11,MS11-Zawyat n'Bougzoul,M208-141.3,4.895714286,242.68
MS11,MS11-Zawyat n'Bougzoul,M208-141.5,4.841714286,242.88
MS11,MS11-Zawyat n'Bougzoul,M208-141.8,4.305714286,243.18
MS11,MS11-Zawyat n'Bougzoul,M208-142.2,4.948714286,243.58
MS11,MS11-Zawyat n'Bougzoul,M208-142.5,4.317714286,243.88
MS11,MS11-Zawyat n'Bougzoul,M208-142.9,4.857714286,244.28
MS11,MS11-Zawyat n'Bougzoul,M208-143.2,4.457714286,244.58
MS11,MS11-Zawyat n'Bougzoul,M208-143.5,4.225714286,244.88
MS11,MS11-Zawyat n'Bougzoul,M208-144.1,4.197714286,245.48
MS11,MS11-Zawyat n'Bougzoul,M208-144.4,3.912714286,245.78
MS11,MS11-Zawyat n'Bougzoul,M208-144.8,4.778714286,246.18
MS11,MS11-Zawyat n'Bougzoul,M208-146.2,3.038714286,247.58
MS11,MS11-Zawyat n'Bougzoul,M208-146.4,3.666714286,247.78
MS11,MS11-Zawyat n'Bougzoul,M208-146.7,3.299714286,248.08
MS11,MS11-Zawyat n'Bougzoul,M208-146.9,3.588714286,248.28
MS11,MS11-Zawyat n'Bougzoul,M208-147.2,3.513714286,248.58
MS11,MS11-Zawyat n'Bougzoul,M208-147.5,3.439714286,248.88
MS11,MS11-Zawyat n'Bougzoul,M208-147.8,3.046714286,249.18
MS11,MS11-Zawyat n'Bougzoul,M208-149.5,3.010714286,250.88
MS11,MS11-Zawyat n'Bougzoul,M208-150.9,3.001714286,252.28
MS11,MS11-Zawyat n'Bougzoul,151.1,3.122714286,252.48
MS11,MS11-Zawyat n'Bougzoul,151.5,3.238714286,252.88
MS11,MS11-Zawyat n'Bougzoul,151.7,3.284714286,253.08
MS11,MS11-Zawyat n'Bougzoul,152,3.284714286,253.38
MS11,MS11-Zawyat n'Bougzoul,152.7,2.826714286,254.08
MS11,MS11-Zawyat n'Bougzoul,153,3.218714286,254.38
MS11,MS11-Zawyat n'Bougzoul,153.3,3.170714286,254.68
MS11,MS11-Zawyat n'Bougzoul,154,2.656714286,255.38
MS11,MS11-Zawyat n'Bougzoul,154.4,2.737285714,255.78
MS11,MS11-Zawyat n'Bougzoul,154.8,2.862285714,256.18
MS11,MS11-Zawyat n'Bougzoul,155.1,2.690285714,256.48
MS11,MS11-Zawyat n'Bougzoul,155.4,2.650285714,256.78
MS11,MS11-Zawyat n'Bougzoul,155.8,3.495285714,257.18
MS11,MS11-Zawyat n'Bougzoul,156.2,3.244285714,257.58
MS11,MS11-Zawyat n'Bougzoul,156.5,3.300285714,257.88
MS11,MS11-Zawyat n'Bougzoul,157.2,2.929285714,258.58
MS11,MS11-Zawyat n'Bougzoul,158.1,3.391285714,259.48
MS11,MS11-Zawyat n'Bougzoul,158.4,3.403285714,259.78
MS11,MS11-Zawyat n'Bougzoul,158.7,3.279285714,260.08
MS11,MS11-Zawyat n'Bougzoul,158.7,3.304285714,260.08
MS11,MS11-Zawyat n'Bougzoul,162.6,4.540285714,263.98
MS11,MS11-Zawyat n'Bougzoul,162.9,4.832285714,264.28
MS11,MS11-Zawyat n'Bougzoul,163.3,4.625285714,264.68
MS11,MS11-Zawyat n'Bougzoul,163.9,4.404285714,265.28
MS11,MS11-Zawyat n'Bougzoul,164.2,3.092285714,265.58
MS11,MS11-Zawyat n'Bougzoul,165,3.802285714,266.38
MS11,MS11-Zawyat n'Bougzoul,165.4,3.140285714,266.78
MS11,MS11-Zawyat n'Bougzoul,165.6,2.979285714,266.98
MS11,MS11-Zawyat n'Bougzoul,167,4.767285714,268.38
MS11,MS11-Zawyat n'Bougzoul,167.3,4.692285714,268.68
MS11,MS11-Zawyat n'Bougzoul,168.5,3.409285714,269.88
MS11,MS11-Zawyat n'Bougzoul,169.7,3.878285714,271.08
MS11,MS11-Zawyat n'Bougzoul,170,4.666285714,271.38
MS11,MS11-Zawyat n'Bougzoul,171,4.539285714,272.38
MS11,MS11-Zawyat n'Bougzoul,171.4,4.806285714,272.78
MS11,MS11-Zawyat n'Bougzoul,171.7,5.316285714,273.08
MS11,MS11-Zawyat n'Bougzoul,172,4.919285714,273.38
MS11,MS11-Zawyat n'Bougzoul,173.6,4.674285714,274.98
MS11,MS11-Zawyat n'Bougzoul,174.2,3.098285714,275.58
MS11,MS11-Zawyat n'Bougzoul,174.5,3.918285714,275.88
MS11,MS11-Zawyat n'Bougzoul,174.8,4.678285714,276.18
MS11,MS11-Zawyat n'Bougzoul,175.1,4.760285714,276.48
MS11,MS11-Zawyat n'Bougzoul,175.7,3.864285714,277.08
MS11,MS11-Zawyat n'Bougzoul,176.3,4.008285714,277.68
MS11,MS11-Zawyat n'Bougzoul,176.5,4.297285714,277.88
MS11,MS11-Zawyat n'Bougzoul,176.9,3.336285714,278.28
MS11,MS11-Zawyat n'Bougzoul,179.7,3.199285714,281.08
MS11,MS11-Zawyat n'Bougzoul,180.8,4.017285714,282.18
MS11,MS11-Zawyat n'Bougzoul,m206/7 181.0,4.247857143,282.38
MS11,MS11-Zawyat n'Bougzoul,181.2,3.933857143,282.58
MS11,MS11-Zawyat n'Bougzoul,182.8,3.588857143,284.18
MS11,MS11-Zawyat n'Bougzoul,183.4,4.039857143,284.78
MS11,MS11-Zawyat n'Bougzoul,184.2,3.597857143,285.58
MS11,MS11-Zawyat n'Bougzoul,184.6,3.458857143,285.98
MS11,MS11-Zawyat n'Bougzoul,185.6,4.321857143,286.98
MS11,MS11-Zawyat n'Bougzoul,186.7,3.081857143,288.08
MS11,MS11-Zawyat n'Bougzoul,187,3.674857143,288.38
MS11,MS11-Zawyat n'Bougzoul,187.5,3.976857143,288.88
MS11,MS11-Zawyat n'Bougzoul,187.8,3.608857143,289.18
MS11,MS11-Zawyat n'Bougzoul,188.1,4.574857143,289.48
MS11,MS11-Zawyat n'Bougzoul,188.4,4.251857143,289.78
MS11,MS11-Zawyat n'Bougzoul,188.7,3.421857143,290.08
MS11,MS11-Zawyat n'Bougzoul,189,2.751857143,290.38
MS11,MS11-Zawyat n'Bougzoul,190.7,2.546857143,292.08
MS11,MS11-Zawyat n'Bougzoul,191,2.182857143,292.38
MS11,MS11-Zawyat n'Bougzoul,191.9,2.378857143,293.28
MS11,MS11-Zawyat n'Bougzoul,192.2,2.301857143,293.58
MS11,MS11-Zawyat n'Bougzoul,195.5,3.662857143,296.88
MS11,MS11-Zawyat n'Bougzoul,195.8,3.847857143,297.18
MS11,MS11-Zawyat n'Bougzoul,196.1,4.016857143,297.48
MS11,MS11-Zawyat n'Bougzoul,196.5,3.941857143,297.88
MS11,MS11-Zawyat n'Bougzoul,196.6,3.139857143,297.98
MS11,MS11-Zawyat n'Bougzoul,196.9,3.184857143,298.28
MS11,MS11-Zawyat n'Bougzoul,197.2,4.300857143,298.58
MS11,MS11-Zawyat n'Bougzoul,197.6,3.655857143,298.98
MS11,MS11-Zawyat n'Bougzoul,197.8,2.661857143,299.18
MS11,MS11-Zawyat n'Bougzoul,197.9,2.175857143,299.28
MS11,MS11-Zawyat n'Bougzoul,198.3,1.702857143,299.68
MS11,MS11-Zawyat n'Bougzoul,198.6,1.485857143,299.98
MS11,MS11-Zawyat n'Bougzoul,198.9,1.983857143,300.28
MS11,MS11-Zawyat n'Bougzoul,m206/7 199.5,2.076714286,300.88
MS11,MS11-Zawyat n'Bougzoul,199.7,2.373714286,301.08
MS11,MS11-Zawyat n'Bougzoul,200,3.017714286,301.38
MS11,MS11-Zawyat n'Bougzoul,201.2,3.023714286,302.58
MS11,MS11-Zawyat n'Bougzoul,201.4,3.215714286,302.78
MS11,MS11-Zawyat n'Bougzoul,201.8,3.614714286,303.18
MS11,MS11-Zawyat n'Bougzoul,202.1,3.581714286,303.48
MS11,MS11-Zawyat n'Bougzoul,202.3,3.127714286,303.68
MS11,MS11-Zawyat n'Bougzoul,202.7,3.286714286,304.08
MS11,MS11-Zawyat n'Bougzoul,202.9,3.438714286,304.28
MS11,MS11-Zawyat n'Bougzoul,203.4,2.797714286,304.78
MS11,MS11-Zawyat n'Bougzoul,203.7,2.944714286,305.08
MS11,MS11-Zawyat n'Bougzoul,204.2,2.974714286,305.58
MS11,MS11-Zawyat n'Bougzoul,204.5,2.974714286,305.88
MS11,MS11-Zawyat n'Bougzoul,204.7,2.867714286,306.08
MS11,MS11-Zawyat n'Bougzoul,205.5,2.125714286,306.88
MS11,MS11-Zawyat n'Bougzoul,205.8,2.416714286,307.18
MS11,MS11-Zawyat n'Bougzoul,206.2,2.630714286,307.58
MS11,MS11-Zawyat n'Bougzoul,206.4,2.080714286,307.78
MS11,MS11-Zawyat n'Bougzoul,206.8,2.513714286,308.18
MS11,MS11-Zawyat n'Bougzoul,208.4,1.521714286,309.78
MS11,MS11-Zawyat n'Bougzoul,209.6,1.656714286,310.98
MS11,MS11-Zawyat n'Bougzoul,210,1.729714286,311.38
MS11,MS11-Zawyat n'Bougzoul,210.6,2.039714286,311.98
MS11,MS11-Zawyat n'Bougzoul,211,2.055714286,312.38
MS11,MS11-Zawyat n'Bougzoul,211.3,1.419714286,312.68
MS11,MS11-Zawyat n'Bougzoul,211.7,0.950714286,313.08
MS11,MS11-Zawyat n'Bougzoul,212.1,1.892714286,313.48
MS11,MS11-Zawyat n'Bougzoul,212.4,1.658714286,313.78
MS11,MS11-Zawyat n'Bougzoul,212.7,2.369714286,314.08
MS11,MS11-Zawyat n'Bougzoul,213,2.600714286,314.38
MS11,MS11-Zawyat n'Bougzoul,213.2,1.997714286,314.58
MS11,MS11-Zawyat n'Bougzoul,213.7,1.310714286,315.08
MS11,MS11-Zawyat n'Bougzoul,215.6,1.472714286,316.98
MS11,MS11-Zawyat n'Bougzoul,215.8,1.570714286,317.18
MS11,MS11-Zawyat n'Bougzoul,216.2,1.223714286,317.58
MS11,MS11-Zawyat n'Bougzoul,216.9,1.198714286,318.28
MS11,MS11-Zawyat n'Bougzoul,217.2,1.508714286,318.58
MS11,MS11-Zawyat n'Bougzoul,217.5,1.390714286,318.88
MS11,MS11-Zawyat n'Bougzoul,217.8,1.548714286,319.18
MS11,MS11-Zawyat n'Bougzoul,m206/7 218.2,1.6812,319.58
MS11,MS11-Zawyat n'Bougzoul,218.4,1.8402,319.78
MS11,MS11-Zawyat n'Bougzoul,218.7,1.4262,320.08
MS11,MS11-Zawyat n'Bougzoul,219.2,1.4822,320.58
MS11,MS11-Zawyat n'Bougzoul,219.6,1.5822,320.98
MS11,MS11-Zawyat n'Bougzoul,219.9,1.6352,321.28
MS11,MS11-Zawyat n'Bougzoul,220.3,1.6292,321.68
MS11,MS11-Zawyat n'Bougzoul,220.7,1.7552,322.08
MS11,MS11-Zawyat n'Bougzoul,221.1,1.8642,322.48
MS11,MS11-Zawyat n'Bougzoul,221.5,1.7872,322.88
MS11,MS11-Zawyat n'Bougzoul,221.9,1.5332,323.28
MS11,MS11-Zawyat n'Bougzoul,222.2,1.2922,323.58
MS11,MS11-Zawyat n'Bougzoul,223,0.6982,324.38
MS11,MS11-Zawyat n'Bougzoul,223.2,0.7022,324.58
MS11,MS11-Zawyat n'Bougzoul,223.6,0.9842,324.98
MS11,MS11-Zawyat n'Bougzoul,224,1.2402,325.38
MS11,MS11-Zawyat n'Bougzoul,224.2,1.2482,325.58
MS11,MS11-Zawyat n'Bougzoul,224.5,1.4262,325.88
MS11,MS11-Zawyat n'Bougzoul,224.8,1.2252,326.18
MS11,MS11-Zawyat n'Bougzoul,225.1,1.3462,326.48
MS11,MS11-Zawyat n'Bougzoul,225.5,1.1982,326.88
MS11,MS11-Zawyat n'Bougzoul,226.4,1.3972,327.78
MS11,MS11-Zawyat n'Bougzoul,227.3,1.1912,328.68
MS11,MS11-Zawyat n'Bougzoul,228,1.2972,329.38
MS11,MS11-Zawyat n'Bougzoul,228.4,1.3782,329.78
MS11,MS11-Zawyat n'Bougzoul,228.7,1.6552,330.08
MS11,MS11-Zawyat n'Bougzoul,229,1.8122,330.38
MS11,MS11-Zawyat n'Bougzoul,229.4,1.0312,330.78
MS11,MS11-Zawyat n'Bougzoul,229.8,0.5802,331.18
MS11,MS11-Zawyat n'Bougzoul,230.7,0.691285714,332.08
MS11,MS11-Zawyat n'Bougzoul,231.1,0.985285714,332.48
MS11,MS11-Zawyat n'Bougzoul,231.5,0.608285714,332.88
MS11,MS11-Zawyat n'Bougzoul,232.2,0.563285714,333.58
MS11,MS11-Zawyat n'Bougzoul,232.5,0.009285714,333.88
MS11,MS11-Zawyat n'Bougzoul,232.7,0.027285714,334.08
MS11,MS11-Zawyat n'Bougzoul,233.1,0.071285714,334.48
MS11,MS11-Zawyat n'Bougzoul,234.3,-0.093714286,335.68
MS11,MS11-Zawyat n'Bougzoul,234.7,0.172285714,336.08
MS11,MS11-Zawyat n'Bougzoul,234.8,0.215285714,336.18
MS11,MS11-Zawyat n'Bougzoul,235.1,-0.244714286,336.48
MS11,MS11-Zawyat n'Bougzoul,235.9,-0.126714286,337.28
MS11,MS11-Zawyat n'Bougzoul,236.1,0.008285714,337.48
MS11,MS11-Zawyat n'Bougzoul,239.1,0.194285714,340.48
MS11,MS11-Zawyat n'Bougzoul,239.4,0.248285714,340.78
MS11,MS11-Zawyat n'Bougzoul,239.6,0.241285714,340.98
MS11,MS11-Zawyat n'Bougzoul,M206/207.240.2,0.161285714,341.58
MS11,MS11-Zawyat n'Bougzoul,240.8,-0.095714286,342.18
MS11,MS11-Zawyat n'Bougzoul,241.4,-0.627714286,342.78
MS11,MS11-Zawyat n'Bougzoul,241.7,-0.902714286,343.08
MS11,MS11-Zawyat n'Bougzoul,242.3,-1.055714286,343.68
MS11,MS11-Zawyat n'Bougzoul,242.7,-0.836714286,344.08
MS11,MS11-Zawyat n'Bougzoul,243,-0.412714286,344.38
MS11,MS11-Zawyat n'Bougzoul,243.5,-0.216714286,344.88
MS11,MS11-Zawyat n'Bougzoul,244.1,-0.239714286,345.48
MS11,MS11-Zawyat n'Bougzoul,244.5,-0.644714286,345.88
MS11,MS11-Zawyat n'Bougzoul,244.9,-0.360714286,346.28
MS11,MS11-Zawyat n'Bougzoul,245.1,-0.546714286,346.48
MS11,MS11-Zawyat n'Bougzoul,245.4,-0.496714286,346.78
MS11,MS11-Zawyat n'Bougzoul,245.7,-1.023714286,347.08
MS11,MS11-Zawyat n'Bougzoul,246.3,-0.884714286,347.68
MS11,MS11-Zawyat n'Bougzoul,246.5,-0.701714286,347.88
MS11,MS11-Zawyat n'Bougzoul,246.7,-0.415714286,348.08
MS11,MS11-Zawyat n'Bougzoul,246.9,-0.383714286,348.28
MS11,MS11-Zawyat n'Bougzoul,247.2,-0.527714286,348.58
MS11,MS11-Zawyat n'Bougzoul,247.6,-0.578714286,348.98
MS11,MS11-Zawyat n'Bougzoul,247.9,-0.748714286,349.28
MS11,MS11-Zawyat n'Bougzoul,248.4,-0.820714286,349.78
MS11,MS11-Zawyat n'Bougzoul,248.6,-1.164714286,349.98
MS11,MS11-Zawyat n'Bougzoul,249,-1.715714286,350.38
MS11,MS11-Zawyat n'Bougzoul,249.5,-1.534714286,350.88
MS11,MS11-Zawyat n'Bougzoul,249.8,-2.604714286,351.18
MS11,MS11-Zawyat n'Bougzoul,250.2,-1.681714286,351.58
MS11,MS11-Zawyat n'Bougzoul,250.5,-2.808714286,351.88
MS11,MS11-Zawyat n'Bougzoul,250.8,-1.423714286,352.18
MS11,MS11-Zawyat n'Bougzoul,251.1,-1.157714286,352.48
MS11,MS11-Zawyat n'Bougzoul,251.3,-1.041714286,352.68
MS11,MS11-Zawyat n'Bougzoul,251.6,-1.461714286,352.98
MS11,MS11-Zawyat n'Bougzoul,251.9,-1.411714286,353.28
MS11,MS11-Zawyat n'Bougzoul,252.3,-1.047714286,353.68
MS11,MS11-Zawyat n'Bougzoul,252.6,-0.671714286,353.98
MS11,MS11-Zawyat n'Bougzoul,252.9,-1.030714286,354.28
MS11,MS11-Zawyat n'Bougzoul,253.2,-0.874714286,354.58
MS11,MS11-Zawyat n'Bougzoul,253.6,-0.805714286,354.98
MS11,MS11-Zawyat n'Bougzoul,253.9,-0.942714286,355.28
MS11,MS11-Zawyat n'Bougzoul,254.4,-0.970714286,355.78
MS11,MS11-Zawyat n'Bougzoul,254.7,-1.120714286,356.08
MS11,MS11-Zawyat n'Bougzoul,255.3,-1.135714286,356.68
MS11,MS11-Zawyat n'Bougzoul,255.6,-2.678714286,356.98
MS11,MS11-Zawyat n'Bougzoul,256.2,-1.316714286,357.58
MS11,MS11-Zawyat n'Bougzoul,256.6,-1.067714286,357.98
MS11,MS11-Zawyat n'Bougzoul,256.8,-1.180714286,358.18
MS11,MS11-Zawyat n'Bougzoul,257.1,-1.514714286,358.48
MS11,MS11-Zawyat n'Bougzoul,257.4,-1.340714286,358.78
MS11,MS11-Zawyat n'Bougzoul,257.6,-1.908714286,358.98
MS11,MS11-Zawyat n'Bougzoul,257.8,-2.063714286,359.18
MS11,MS11-Zawyat n'Bougzoul,258.1,-1.902714286,359.48
